id	order_id	address	cpu	memory	storage	bandwith	duration	status	cost	created_on	last_updated	updates_count
327	13323613	0xeEB40594ea57d5361b5A9f5FE87b3e2b23308459	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
326	13322943	0xfe6851BCe8edf041adbb5C2134660816a4F8683D	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
332	13327253	0x7D44D186792173B62F6C0FbFc459294aA2964830	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:05	1
333	13328623	0xAe8408BE8e2F3Aadda3E7ba5CC67D843B0057dC0	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
331	13326943	0xCD9c1785482F0C1A6d180cca049e46C8C338dF56	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
336	13329903	0x33AAdB42B940ed41Df52E8Eb67483e22f238c588	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
341	13338893	0xCD9c1785482F0C1A6d180cca049e46C8C338dF56	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
339	13335513	0xC4134D4f59947D3d36c01029845616B71C4206ef	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
343	13339493	0xCD9c1785482F0C1A6d180cca049e46C8C338dF56	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
345	13341793	0xff8C9e2E073882d676F72c06f9f7604eC3d8E01d	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
338	13334423	0xAe8408BE8e2F3Aadda3E7ba5CC67D843B0057dC0	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
340	13337713	0xfe6851BCe8edf041adbb5C2134660816a4F8683D	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
346	13342433	0x7D44D186792173B62F6C0FbFc459294aA2964830	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
347	13343903	0xeEB40594ea57d5361b5A9f5FE87b3e2b23308459	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
334	13328963	0xeEB40594ea57d5361b5A9f5FE87b3e2b23308459	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
350	13349563	0xAe8408BE8e2F3Aadda3E7ba5CC67D843B0057dC0	1	1	40	1	60	0	2.00	18-08-2022 15:05	18-08-2022 15:06	1
349	13348943	0x33AAdB42B940ed41Df52E8Eb67483e22f238c588	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
335	13328973	0x02B143Fe76f4F8C4A2E792311664d24759c49d52	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
355	13352943	0xfe6851BCe8edf041adbb5C2134660816a4F8683D	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
344	13340993	0x530d3708685a3f76b2675bb1B8c270C62986e0Ea	1	1	40	1	60	0	0.00	18-08-2022 15:05	0	0
356	13353833	0x05F0E49649120F21c21746363776C252B065873f	1	1	40	1	60	0	0.00	18-08-2022 15:05	18-08-2022 15:06	1
342	13339123	0xff8C9e2E073882d676F72c06f9f7604eC3d8E01d	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
348	13344183	0x02B143Fe76f4F8C4A2E792311664d24759c49d52	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
368	13364943	0xAe8408BE8e2F3Aadda3E7ba5CC67D843B0057dC0	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
328	13325283	0x5AF052079105f87259B4f5ed2ab49C5D2524D10D	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
337	13334273	0x33AAdB42B940ed41Df52E8Eb67483e22f238c588	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
357	13355213	0x05F0E49649120F21c21746363776C252B065873f	1	1	40	1	60	0	2.00	18-08-2022 15:05	0	0
369	13365283	0xC4134D4f59947D3d36c01029845616B71C4206ef	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
351	13350573	0x530d3708685a3f76b2675bb1B8c270C62986e0Ea	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
358	13355533	0x05F0E49649120F21c21746363776C252B065873f	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
359	13355583	0xCD9c1785482F0C1A6d180cca049e46C8C338dF56	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
329	13325783	0x5AF052079105f87259B4f5ed2ab49C5D2524D10D	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
352	13350753	0x530d3708685a3f76b2675bb1B8c270C62986e0Ea	1	1	40	1	60	0	0.00	18-08-2022 15:06	0	0
353	13350843	0x4e6A409ee20653dEaE6c3e1177e17Cd4e216406D	1	1	40	1	60	0	0.00	18-08-2022 15:06	0	0
419	13396943	0xBE71d8A7e0c338162F983Ae8505d25A566C0265F	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
330	13325903	0x5AF052079105f87259B4f5ed2ab49C5D2524D10D	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
424	13398943	0xaBdC8478af161b83a4E0F5E9d183126d15038321	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
427	13400943	0x1af032cbc503dc38Ee468a8Ebd12Ad0bBFe56D01	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
435	13404103	0x0959BfA42feda73a4d66F4b8F7232080914051e0	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
434	13402943	0xCD9c1785482F0C1A6d180cca049e46C8C338dF56	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
453	13410843	0x4b742567f0784682E137412D20983e694b765D3d	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
458	13412743	0xff8C9e2E073882d676F72c06f9f7604eC3d8E01d	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
456	13411453	0x98FC094A0f9c0AF4eC45f5A250c9fb0109754D39	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
459	13414923	0xAe8408BE8e2F3Aadda3E7ba5CC67D843B0057dC0	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
464	13416353	0x02B143Fe76f4F8C4A2E792311664d24759c49d52	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
461	13415883	0x02B143Fe76f4F8C4A2E792311664d24759c49d52	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
449	13409863	0xfE798e9d4E926FadcB2e7A11e1bBB8e06bB8A606	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
443	13408843	0x3760136C716Ce64c389c5ab54A2b229F9B2df6Ed	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
436	13405333	0x33AAdB42B940ed41Df52E8Eb67483e22f238c588	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
439	13407933	0xeceD2227f5f8522D887087F5BDBDFB2684Fd93e8	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
476	13418433	0xeEB40594ea57d5361b5A9f5FE87b3e2b23308459	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
490	13426073	0x1af032cbc503dc38Ee468a8Ebd12Ad0bBFe56D01	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
478	13421753	0x33AAdB42B940ed41Df52E8Eb67483e22f238c588	1	1	40	1	60	0	0.00	18-08-2022 15:06	18-08-2022 15:06	1
486	13423773	0xaBdC8478af161b83a4E0F5E9d183126d15038321	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
488	13425773	0xaBdC8478af161b83a4E0F5E9d183126d15038321	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
483	13422783	0xe85495Bcd396A3F837efe11eCabA96ce95Bfc505	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
487	13424883	0x98FC094A0f9c0AF4eC45f5A250c9fb0109754D39	1	1	40	1	60	0	2.00	18-08-2022 15:06	18-08-2022 15:06	1
493	13430943	0xC4134D4f59947D3d36c01029845616B71C4206ef	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
360	13355913	0xff8C9e2E073882d676F72c06f9f7604eC3d8E01d	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
444	13409023	0x05F0E49649120F21c21746363776C252B065873f	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
462	13416073	0x7D44D186792173B62F6C0FbFc459294aA2964830	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
500	13435943	0x80eA27bd921E441F9331725dd4dad14Cb6019970	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
489	13426063	0x98FC094A0f9c0AF4eC45f5A250c9fb0109754D39	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
479	13422093	0xeEB40594ea57d5361b5A9f5FE87b3e2b23308459	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
463	13416123	0x7dD8891d2511c62eD72f112AbF3E28378C3790Be	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
454	13411143	0xfB8aAb6608E96E901630AD1D5de2c47C2710EAf1	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
450	13410173	0xCD9c1785482F0C1A6d180cca049e46C8C338dF56	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
445	13409173	0x5AF052079105f87259B4f5ed2ab49C5D2524D10D	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
502	13441943	0xeEB40594ea57d5361b5A9f5FE87b3e2b23308459	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
480	13422203	0xe85495Bcd396A3F837efe11eCabA96ce95Bfc505	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
428	13401313	0x7dD8891d2511c62eD72f112AbF3E28378C3790Be	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
440	13408253	0x3588961e12064434fc5417622fA9F73d2A54D483	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
429	13401343	0x7D44D186792173B62F6C0FbFc459294aA2964830	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
455	13411283	0xeEB40594ea57d5361b5A9f5FE87b3e2b23308459	1	1	40	1	60	0	2.00	18-08-2022 15:06	0	0
